climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,Y
178,-5,0.13,-0.02,1.5,-7,2,0.001,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-174,-1,-0.37,0.07,1,-7,-7,-0.006,0.2,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,1
-209,-5,-0.37,-0.12,0.7,-7,3,0.002,2.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
337,-3,-0.24,-0.16,-0.4,-8,20,0.005,-0.2,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
498,17,-0.08,0.02,-0.8,-9,3,0.007,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
416,46,0.29,0.05,-0.3,-8,-4,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,1
227,62,0.11,0.09,0.4,-8,-9,-0.01,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
65,66,-0.03,0.14,0.5,-7,-17,-0.01,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,-1
-145,65,-0.16,0.24,0.4,-8,-25,-0.013,-0.9,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,1
-77,48,-0.13,-0.05,-0.5,-8,8,0.004,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-23,48,-0.1,0.06,-0.6,-9,4,0.004,-1.8,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-107,46,0,0.08,-0.7,-9,-6,0.004,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-180,40,0.24,0.05,-0.5,-8,-3,0.011,0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,1
-24,33,0.35,-0.06,0.6,-7,8,0.001,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
66,34,0.34,-0.05,1,-7,7,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
112,36,0.28,-0.01,1.5,-7,-2,-0.005,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
84,38,0.22,0.08,1.8,-6,-9,-0.006,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-313,33,-0.1,0.11,2,-6,-14,-0.006,0.3,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-493,8,-0.02,0.04,1.7,-6,-5,0.003,0,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,1
-514,2,-0.02,0.06,1.7,-6,-5,-0.003,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-408,-22,-0.09,-0.07,1.6,-6,7,-0.004,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
354,-27,0.13,-0.13,1.5,-7,15,0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
487,-18,0.18,0.04,1.7,-6,0,0.002,-2.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
387,3,0.12,0.06,2.1,-6,-7,-0.004,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,-1
-549,-2,-0.29,0.19,1.6,-6,-21,-0.007,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-697,-22,-0.37,0.06,1,-7,1,-0.006,-1.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-651,-38,-0.4,-0.04,0.5,-8,9,0,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-560,-48,-0.39,-0.25,0.1,-8,17,0.002,3.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-520,-50,-0.38,-0.21,0,-8,21,0.003,1.9,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-66,-62,-0.06,-0.13,-0.7,-9,16,0.013,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
209,-59,0.25,-0.08,-0.4,-8,11,0.013,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
320,-44,0.36,0,0.7,-7,1,0,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-154,-29,-0.29,0.09,1.2,-7,-9,-0.011,0,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0.0001,0,-0.0006,1
-193,-33,-0.3,-0.02,0.9,-7,4,0.003,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-94,-37,-0.22,-0.05,0.5,-8,9,0.006,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
176,-34,-0.26,-0.04,-0.6,-9,6,-0.001,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
218,-30,-0.26,0.07,-0.8,-9,-2,0,-1.5,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
214,-30,-0.25,0.04,-0.9,-9,-3,0,-0.5,-0.0004,-0.0005,-0.0005,-0.0006,0.0001,0,0,0,-0.0006,1
124,-22,0.02,0.06,-1.2,-9,-5,0.01,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-112,-21,0.06,0.08,-1,-9,-7,0.002,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-71,-27,0.31,0,-0.4,-8,2,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-124,-32,-0.05,0.05,0.4,-8,-4,-0.015,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,1
-183,-35,-0.13,0.07,0.2,-8,-9,-0.002,0.1,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-159,-44,0.05,0,0.1,-8,2,0.006,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,1
-153,-49,0.01,0.02,0.2,-8,-1,-0.005,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
277,-43,-0.17,-0.03,-0.8,-9,6,-0.001,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
288,-42,-0.17,-0.03,-0.8,-9,6,0,0,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
299,-41,-0.17,-0.03,-0.8,-9,6,0,0,-0.0004,-0.0005,-0.0005,-0.0006,0.0001,0,0,0,-0.0006,1
158,-24,0.11,0.07,-0.9,-9,-6,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
297,-15,0.27,-0.05,-0.4,-8,8,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
303,6,0.06,0.04,0.4,-8,-3,-0.009,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
265,11,-0.01,0.12,0.4,-8,-9,-0.006,-1.4,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,1
-147,15,0.06,0.13,0.5,-7,-13,0.002,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-319,-7,-0.25,0.04,0.2,-8,-3,-0.007,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
229,-14,0.01,-0.16,-0.5,-8,20,0.009,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,1
373,13,-0.03,0.03,-0.4,-8,-1,0.001,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-25,33,-0.16,0.1,-0.7,-9,-9,-0.005,0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0.0001,0,-0.0006,1
-178,26,0.28,0.06,-0.5,-8,-4,0.011,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
-192,25,0.32,0.06,-0.4,-8,-4,0.01,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0,-0.0002,0,-0.0003,1
-291,-14,-0.19,0.03,1.1,-7,-2,-0.007,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
60,-29,0.24,0.01,-0.3,-8,2,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-16,-26,-0.08,0.04,0.6,-7,-3,-0.009,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-3,-26,-0.2,0,0.4,-8,4,-0.011,-0.5,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,1
5,-26,-0.22,0.01,0.4,-8,3,-0.01,-0.6,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,1
132,-19,0.22,0.02,0.6,-7,1,0.001,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-7,-6,-0.22,0.03,0.3,-8,-2,-0.002,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
7,-6,-0.03,0.02,-0.3,-8,1,0.005,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-69,-7,-0.18,0.05,-0.7,-9,-3,-0.005,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-61,-9,-0.22,-0.03,-0.9,-9,6,-0.003,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-40,-9,-0.23,0.01,-1,-9,5,-0.003,-0.7,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
30,-9,0.34,0.02,-0.3,-8,0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-173,-18,-0.29,0.04,0.4,-8,-4,-0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,1
204,-19,0.07,-0.04,-0.4,-8,7,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-250,-17,-0.01,0.03,-0.1,-8,-2,0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
258,-14,-0.12,-0.02,0.3,-8,4,-0.005,-0.1,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
252,-4,-0.14,0.04,0.1,-8,-2,-0.001,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
33,6,-0.07,0.09,-0.4,-8,-8,0.003,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-119,1,-0.09,0.03,-0.7,-9,-3,0.004,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-126,-11,0.22,0.03,-0.3,-8,-1,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-228,-25,0.03,0.04,0.6,-7,-4,-0.006,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-243,-27,0,-0.04,0.6,-7,-3,-0.006,0.5,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,-0.0002,0,-0.0006,1
-146,-33,-0.26,-0.05,0.4,-8,6,-0.016,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
-132,-40,-0.29,0.04,-0.8,-9,-2,0.003,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
150,-42,0.1,-0.11,-1.1,-9,15,0.014,0.2,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,1
273,-31,0.37,0.02,-0.5,-8,1,0.008,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
123,-21,0.42,0.08,0.8,-7,-8,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-108,-20,0.31,0.14,1.4,-7,-16,-0.009,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-302,-31,-0.1,0.06,1.8,-6,-6,-0.016,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-303,-44,-0.41,-0.02,1.2,-7,2,-0.009,0.3,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0.0001,0,-0.0006,1
-247,-49,-0.42,-0.12,0.8,-7,11,-0.001,1.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-16,-53,-0.4,-0.12,0.1,-8,17,0.002,-0.6,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0,0,0,-0.0005,1
261,-45,-0.06,-0.05,-0.7,-9,7,0.011,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
325,-33,0.21,0.02,-0.5,-8,2,0.011,-0.3,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,1
222,-5,0.13,0.05,0.9,-7,-5,-0.008,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-214,-3,-0.21,0.11,0.7,-7,-11,-0.006,0,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-308,-17,-0.19,0.04,0.1,-8,-2,0.002,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-114,-38,-0.2,0,-0.8,-9,3,-0.004,0,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0.0001,0,-0.0006,1
208,-37,0.15,-0.11,-0.9,-9,14,0.013,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
311,-33,0.24,0.09,-0.8,-9,9,0.01,-2.4,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0,0,0,-0.0004,1
-41,-20,0.13,0.11,0.4,-8,-11,-0.007,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-34,-24,-0.19,0.02,0.5,-7,-1,-0.018,0.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
-18,-24,-0.35,-0.08,0.2,-8,6,-0.015,1.4,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,1
13,-24,-0.39,-0.05,0.1,-8,8,-0.008,-0.2,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0,0,0,-0.0007,1
161,-22,-0.35,-0.06,-0.7,-9,10,0.004,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
366,-6,-0.11,-0.02,-1.5,-9,5,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,1
349,13,0.02,0.05,-1.6,-10,-3,0.004,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
344,14,0.03,0.05,-1.6,-9,-3,0.004,0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0,0,0,-0.0005,1
297,23,0.3,0.06,-1.4,-9,-5,0.018,0.3,-0.0003,-0.0002,-0.0002,-0.0002,-0.0001,0,0,0,-0.0002,1
-21,30,0.39,0.17,-0.3,-8,-17,-0.004,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-219,22,0.27,0.05,0.8,-7,-4,-0.006,-0.2,-0.0006,-0.0006,-0.0006,-0.0005,0,0,-0.0001,0,-0.0005,1
-121,-3,-0.38,0,0.2,-8,2,-0.006,0,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
-138,-8,-0.3,0.05,-0.8,-9,-3,0.006,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-130,-17,0.16,0.03,-1.1,-9,1,0.011,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-129,-17,0.18,0.02,-1,-9,1,0.011,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0,0,0,-0.0004,1
235,1,-0.24,0.01,0.5,-7,1,-0.008,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
244,4,-0.28,0.08,0.4,-8,1,-0.007,-0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
-96,10,-0.17,0.1,-0.8,-9,-9,0.004,0,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-165,-1,0.16,0.03,-0.8,-9,-1,0.008,0,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,1
-211,-8,0.19,0.05,-0.4,-8,-4,-0.001,-0.2,-0.0006,-0.0006,-0.0006,-0.0005,0,0,-0.0001,0,-0.0005,1
-194,-21,-0.11,-0.02,-0.3,-8,2,-0.003,0.3,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,1
-112,-26,-0.02,-0.03,-0.4,-8,5,0.006,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
31,-27,0.08,-0.07,-0.4,-8,11,0.006,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
334,-16,-0.05,-0.06,-0.2,-8,8,-0.006,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
398,-4,-0.14,0,-0.4,-8,2,-0.006,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
326,12,-0.24,0.07,-0.8,-9,-6,-0.004,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
-247,17,0.13,0.11,-1.2,-9,-9,0.005,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-313,12,0.18,0.04,-1,-9,0,0.004,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-354,-5,0.32,0.04,-0.3,-8,-2,0.004,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-468,-23,0.1,0.07,0.5,-8,-6,-0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
116,-47,-0.5,-0.09,-1.1,-9,12,-0.006,0,-0.0006,-0.0006,-0.0006,-0.0007,0,0,0.0001,0,-0.0007,1
286,-42,-0.43,-0.07,-1.8,-10,9,0.006,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
343,-39,-0.39,0.02,-2.1,-10,9,0.008,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,1
343,-22,-0.04,0.05,-2.6,-11,-2,0.013,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
283,-13,0.24,0.08,-2.5,-10,-7,0.017,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
-250,-10,0.39,0.11,0.1,-8,-11,-0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0005,-0.0002,0,-0.0001,0,-0.0005,1
-416,-24,0.13,0.07,0.8,-7,-7,-0.014,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-437,-48,-0.24,0.01,0.6,-7,1,-0.011,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,1
227,-60,0.01,-0.14,-0.3,-8,17,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-173,-46,-0.11,0.12,-0.2,-8,-11,-0.004,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-201,-56,-0.15,-0.01,-0.6,-8,3,-0.002,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-183,-58,-0.15,-0.07,-0.7,-9,3,-0.001,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
397,-53,0.21,-0.14,-0.6,-9,18,0.01,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
655,-35,0.35,-0.08,0,-8,11,0.005,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
719,-28,0.38,0,0.3,-8,10,0.004,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
716,-13,0.41,0.14,0.7,-7,-12,0.001,-1.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-99,15,-0.04,0.19,1.9,-6,-20,-0.015,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-264,12,-0.15,-0.12,1.8,-6,-8,-0.009,4.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-97,6,-0.28,-0.1,1.4,-7,14,-0.007,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
102,6,-0.3,-0.07,0.9,-7,9,0.001,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-37,14,-0.1,0.05,-0.7,-9,-4,0.004,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-155,4,0.35,0.04,0.4,-8,-3,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-372,-18,0.02,0.06,1.6,-6,-6,-0.01,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-392,-21,-0.02,0.06,1.6,-6,-6,-0.01,0,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,1
-443,-29,-0.23,0.12,1.4,-7,-12,-0.021,-1.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
-517,-44,-0.55,0.04,0.7,-7,-3,-0.016,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
-477,-57,-0.73,-0.01,-0.4,-8,5,-0.01,-0.6,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,1
-403,-65,-0.75,-0.15,-1.1,-9,14,0.004,1.9,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,1
-371,-66,-0.73,-0.13,-1.3,-9,16,0.007,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-338,-67,-0.72,-0.1,-1.4,-9,16,0.007,-0.3,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0,0,0,-0.0005,1
192,-75,0.58,-0.04,-1.9,-10,7,0.015,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,1
270,-56,0.3,0.02,0.5,-7,-1,-0.013,0,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,1
270,-52,0.26,0.08,0.7,-7,-2,-0.003,-1.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
255,-50,0.25,0.06,0.8,-7,-6,-0.003,-0.6,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0,-0.0002,0,-0.0005,1
90,-39,-0.76,0.06,-0.2,-8,-5,-0.023,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,1
81,-39,-0.8,0.07,-0.4,-8,-5,-0.022,0,-0.0008,-0.001,-0.001,-0.001,0.0002,0,0,0,-0.001,1
51,-38,-0.84,0.09,-1,-9,-4,0.003,-0.5,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
179,-33,-0.27,-0.02,-2.8,-11,6,0.019,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
223,-27,0.11,0.03,-3,-11,1,0.02,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
37,-21,0.36,0.16,-2.5,-10,-14,0.01,0.5,-0.0006,-0.0004,-0.0004,-0.0004,-0.0003,0,0,0,-0.0004,-1
-90,-22,0.33,0.26,-2.2,-10,-21,-0.014,-1.6,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0,0,0,-0.0008,1
-452,-32,-0.02,0.16,-1.9,-10,-16,-0.016,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,1
-535,-59,-0.16,0.02,-2.3,-10,2,0.002,0,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0.0001,0,-0.0006,1
-76,-80,0.14,-0.11,-2.3,-10,15,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
316,-75,0.38,-0.12,-1.7,-10,16,0.009,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
495,-56,0.52,-0.01,-0.5,-8,3,0.003,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
495,-34,0.22,0.04,0.7,-7,-3,-0.017,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
269,-15,-0.38,0.11,0.5,-8,-11,-0.021,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,1
211,-13,-0.49,0.1,0.2,-8,-10,-0.015,0.1,-0.0005,-0.0006,-0.0006,-0.0008,0.0001,0,0.0002,0,-0.0008,1
424,14,0.21,-0.03,-0.8,-9,5,0.012,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
-213,28,0.28,0.18,0.6,-7,-18,-0.003,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-409,15,-0.04,0.06,0.9,-7,-4,-0.02,-0.8,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
56,2,-0.49,-0.17,0.1,-8,21,-0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
271,8,-0.53,-0.09,-1.1,-9,11,0.009,1.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
414,16,-0.34,-0.08,-1.7,-10,12,0.016,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
590,37,0.12,-0.02,-2,-10,6,0.018,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
559,53,0.36,0.08,-1.6,-9,-11,0.013,1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,1
-264,68,0.34,0.21,0.7,-7,-23,-0.016,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,-1
-308,67,0.31,0.2,0.8,-7,-23,-0.016,0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,1
-473,62,0.15,0.12,1,-7,-20,-0.022,1.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
